Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,timeofday,day_name,month_name,city
451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,24.95100021,523.971,00:00.0,23:00.0,Cash,499.02,4.761904716,24.951,7.300000191,Morning,Wednesday,March,Naypyitaw
451-73-2711,C,Normal,Male,Food and beverages,84.83,1,4.241499901,89.0715,00:00.0,20:00.0,Ewallet,84.83,4.761904716,4.2415,8.800000191,Afternoon,Monday,January,Naypyitaw
452-04-8808,B,Normal,Male,Electronic accessories,87.08,7,30.47800064,640.038,00:00.0,17:00.0,Cash,609.56,4.761904716,30.478,5.5,Afternoon,Saturday,January,Mandalay
453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861000061,144.081,00:00.0,38:00.0,Credit card,137.22,4.761904716,6.861,6.5,Afternoon,Sunday,March,Naypyitaw
453-33-6436,A,Normal,Female,Home and lifestyle,93.12,8,37.2480011,782.208,00:00.0,09:00.0,Cash,744.96,4.761904716,37.248,6.800000191,Morning,Thursday,February,Yangon
453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,00:00.0,40:00.0,Ewallet,82.5,4.761904716,4.125,6.5,Afternoon,Friday,March,Mandalay
457-12-0244,C,Member,Female,Sports and travel,35.22,6,10.56599998,221.886,00:00.0,49:00.0,Ewallet,211.32,4.761904716,10.566,6.5,Afternoon,Thursday,March,Naypyitaw
457-13-1708,B,Member,Male,Fashion accessories,65.23,10,32.61500168,684.915,00:00.0,07:00.0,Credit card,652.3,4.761904716,32.615,5.199999809,Evening,Tuesday,January,Mandalay
457-94-0464,B,Member,Male,Electronic accessories,87.87,9,39.54150009,830.3715,00:00.0,32:00.0,Ewallet,790.83,4.761904716,39.5415,5.599999905,Evening,Thursday,January,Mandalay
458-10-8612,C,Normal,Male,Health and beauty,64.08,7,22.4279995,470.988,00:00.0,27:00.0,Ewallet,448.56,4.761904716,22.428,7.599999905,Afternoon,Sunday,January,Naypyitaw
458-41-1477,C,Normal,Female,Health and beauty,46.26,6,13.87800026,291.438,00:00.0,11:00.0,Credit card,277.56,4.761904716,13.878,9.5,Afternoon,Friday,March,Naypyitaw
458-61-0011,B,Normal,Male,Food and beverages,60.3,4,12.06000042,253.26,00:00.0,43:00.0,Cash,241.2,4.761904716,12.06,5.800000191,Evening,Wednesday,February,Mandalay
459-45-2396,A,Member,Female,Food and beverages,99.6,3,14.93999958,313.74,00:00.0,45:00.0,Cash,298.8,4.761904716,14.94,5.800000191,Evening,Monday,February,Yangon
459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038000107,147.798,00:00.0,14:00.0,Ewallet,140.76,4.761904716,7.038,6.400000095,Evening,Sunday,January,Yangon
460-35-4390,A,Normal,Male,Home and lifestyle,30.68,3,4.602000237,96.642,00:00.0,00:00.0,Ewallet,92.04,4.761904716,4.602,9.100000381,Morning,Tuesday,January,Yangon
460-93-5834,A,Normal,Male,Sports and travel,45.58,7,15.95300007,335.013,00:00.0,03:00.0,Cash,319.06,4.761904716,15.953,5,Morning,Sunday,January,Yangon
462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.9659996,461.286,00:00.0,44:00.0,Cash,439.32,4.761904716,21.966,7.199999809,Afternoon,Monday,January,Yangon
462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661000013,55.881,00:00.0,35:00.0,Cash,53.22,4.761904716,2.661,4.199999809,Afternoon,Tuesday,March,Naypyitaw
466-61-5506,B,Member,Female,Electronic accessories,90.7,6,27.20999908,571.41,00:00.0,52:00.0,Cash,544.2,4.761904716,27.21,5.300000191,Morning,Tuesday,February,Mandalay
468-01-2051,B,Normal,Male,Food and beverages,62.08,7,21.72800064,456.288,00:00.0,46:00.0,Ewallet,434.56,4.761904716,21.728,5.400000095,Afternoon,Wednesday,March,Mandalay
468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.18799973,276.948,00:00.0,29:00.0,Cash,263.76,4.761904716,13.188,6,Morning,Sunday,March,Yangon
468-99-7231,C,Normal,Female,Home and lifestyle,44.01,8,17.60400009,369.684,00:00.0,36:00.0,Cash,352.08,4.761904716,17.604,8.800000191,Afternoon,Sunday,March,Naypyitaw
470-31-3286,B,Normal,Male,Health and beauty,14.82,3,2.22300005,46.683,00:00.0,30:00.0,Credit card,44.46,4.761904716,2.223,8.699999809,Morning,Friday,March,Mandalay
470-32-9057,A,Member,Male,Food and beverages,51.34,5,12.83500004,269.535,00:00.0,31:00.0,Credit card,256.7,4.761904716,12.835,9.100000381,Afternoon,Thursday,March,Yangon
471-06-8611,C,Normal,Female,Food and beverages,52.42,1,2.621000051,55.041,00:00.0,22:00.0,Credit card,52.42,4.761904716,2.621,6.300000191,Morning,Wednesday,February,Naypyitaw
471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979000092,209.559,00:00.0,37:00.0,Ewallet,199.58,4.761904716,9.979,8,Evening,Thursday,March,Naypyitaw
472-15-9636,A,Normal,Male,Home and lifestyle,50.93,8,20.37199974,427.812,00:00.0,36:00.0,Ewallet,407.44,4.761904716,20.372,9.199999809,Evening,Friday,March,Yangon
474-33-8305,C,Member,Male,Fashion accessories,67.39,7,23.58650017,495.3165,00:00.0,23:00.0,Ewallet,471.73,4.761904716,23.5865,6.900000095,Afternoon,Saturday,March,Naypyitaw
477-24-6490,B,Normal,Female,Health and beauty,99.71,6,29.91300011,628.173,00:00.0,52:00.0,Ewallet,598.26,4.761904716,29.913,7.900000095,Afternoon,Tuesday,February,Mandalay
477-59-2456,C,Normal,Female,Fashion accessories,45.44,7,15.90400028,333.984,00:00.0,15:00.0,Cash,318.08,4.761904716,15.904,9.199999809,Morning,Wednesday,January,Naypyitaw
478-06-7835,A,Normal,Male,Fashion accessories,89.69,1,4.484499931,94.1745,00:00.0,20:00.0,Ewallet,89.69,4.761904716,4.4845,4.900000095,Morning,Friday,January,Yangon
479-26-8945,B,Member,Female,Sports and travel,16.49,2,1.649000049,34.629,00:00.0,32:00.0,Ewallet,32.98,4.761904716,1.649,4.599999905,Morning,Tuesday,February,Mandalay
480-63-2856,C,Normal,Male,Food and beverages,19.25,8,7.699999809,161.7,00:00.0,37:00.0,Ewallet,154,4.761904716,7.7,6.599999905,Evening,Wednesday,January,Naypyitaw
482-17-1179,A,Member,Male,Electronic accessories,11.94,3,1.791000009,37.611,00:00.0,47:00.0,Credit card,35.82,4.761904716,1.791,8.100000381,Afternoon,Saturday,January,Yangon
483-71-1164,C,Normal,Female,Health and beauty,81.3,6,24.38999939,512.19,00:00.0,43:00.0,Ewallet,487.8,4.761904716,24.39,5.300000191,Afternoon,Friday,March,Naypyitaw
484-22-8230,C,Member,Female,Fashion accessories,51.89,7,18.16150093,381.3915,00:00.0,08:00.0,Cash,363.23,4.761904716,18.1615,4.5,Evening,Tuesday,January,Naypyitaw
485-30-8700,A,Normal,Female,Sports and travel,33.26,5,8.31499958,174.615,00:00.0,10:00.0,Credit card,166.3,4.761904716,8.315,4.199999809,Afternoon,Monday,March,Yangon
487-79-6868,B,Member,Female,Home and lifestyle,12.29,9,5.530499935,116.1405,00:00.0,28:00.0,Credit card,110.61,4.761904716,5.5305,8,Evening,Tuesday,March,Mandalay
488-25-4221,C,Member,Female,Food and beverages,30.41,1,1.520499945,31.9305,00:00.0,36:00.0,Credit card,30.41,4.761904716,1.5205,8.399999619,Morning,Friday,February,Naypyitaw
489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,0.81400001,17.094,00:00.0,36:00.0,Cash,16.28,4.761904716,0.814,5,Afternoon,Saturday,March,Naypyitaw
489-82-1237,A,Normal,Female,Electronic accessories,93.88,7,32.85800171,690.018,00:00.0,51:00.0,Credit card,657.16,4.761904716,32.858,7.300000191,Morning,Saturday,January,Yangon
490-29-1201,A,Normal,Female,Sports and travel,15.34,1,0.76700002,16.107,00:00.0,09:00.0,Cash,15.34,4.761904716,0.767,6.5,Morning,Sunday,January,Yangon
490-95-0021,B,Member,Female,Food and beverages,33.21,10,16.60499954,348.705,00:00.0,25:00.0,Ewallet,332.1,4.761904716,16.605,6,Afternoon,Tuesday,January,Mandalay
491-38-3499,A,Member,Male,Fashion accessories,55.45,1,2.772500038,58.2225,00:00.0,46:00.0,Credit card,55.45,4.761904716,2.7725,4.900000095,Afternoon,Tuesday,February,Yangon
493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.48999977,388.29,00:00.0,48:00.0,Credit card,369.8,4.761904716,18.49,7,Evening,Tuesday,January,Naypyitaw
497-36-0989,A,Normal,Male,Fashion accessories,51.94,3,7.790999889,163.611,00:00.0,21:00.0,Cash,155.82,4.761904716,7.791,7.900000095,Afternoon,Friday,February,Yangon
497-37-6538,A,Normal,Male,Sports and travel,58.91,7,20.61849976,432.9885,00:00.0,15:00.0,Ewallet,412.37,4.761904716,20.6185,9.699999809,Afternoon,Thursday,January,Yangon
498-41-1961,B,Normal,Male,Health and beauty,66.68,5,16.67000008,350.07,00:00.0,01:00.0,Cash,333.4,4.761904716,16.67,7.599999905,Evening,Wednesday,February,Mandalay
499-27-7781,B,Normal,Female,Food and beverages,53.21,8,21.2840004,446.964,00:00.0,45:00.0,Ewallet,425.68,4.761904716,21.284,5,Afternoon,Thursday,March,Mandalay
500-02-2261,C,Normal,Female,Food and beverages,57.29,6,17.18700027,360.927,00:00.0,04:00.0,Ewallet,343.74,4.761904716,17.187,5.900000095,Afternoon,Thursday,March,Naypyitaw
501-61-1753,B,Normal,Female,Home and lifestyle,63.15,6,18.94499969,397.845,00:00.0,24:00.0,Ewallet,378.9,4.761904716,18.945,9.800000191,Evening,Thursday,January,Mandalay
502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777000427,205.317,00:00.0,35:00.0,Credit card,195.54,4.761904716,9.777,6.300000191,Evening,Monday,February,Yangon
503-07-0930,C,Member,Male,Sports and travel,58.39,7,20.43650055,429.1665,00:00.0,49:00.0,Credit card,408.73,4.761904716,20.4365,8.199999809,Evening,Saturday,February,Naypyitaw
503-21-4385,B,Member,Male,Health and beauty,39.91,3,5.986499786,125.7165,00:00.0,40:00.0,Ewallet,119.73,4.761904716,5.9865,9.300000191,Afternoon,Thursday,February,Mandalay
504-35-8843,A,Normal,Male,Sports and travel,42.47,1,2.123500109,44.5935,00:00.0,57:00.0,Cash,42.47,4.761904716,2.1235,5.699999809,Afternoon,Wednesday,January,Yangon
505-02-0892,B,Member,Male,Health and beauty,42.57,8,17.02799988,357.588,00:00.0,12:00.0,Ewallet,340.56,4.761904716,17.028,5.599999905,Afternoon,Monday,February,Mandalay
509-10-0516,B,Normal,Male,Home and lifestyle,45.97,4,9.194000244,193.074,00:00.0,02:00.0,Ewallet,183.88,4.761904716,9.194,5.099999905,Afternoon,Saturday,February,Mandalay
509-29-3912,A,Member,Female,Sports and travel,38.72,9,17.42399979,365.904,00:00.0,24:00.0,Ewallet,348.48,4.761904716,17.424,4.199999809,Afternoon,Wednesday,March,Yangon
510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.829999924,206.43,00:00.0,20:00.0,Credit card,196.6,4.761904716,9.83,7.199999809,Evening,Friday,March,Yangon
510-79-0415,B,Member,Female,Sports and travel,23.08,6,6.923999786,145.404,00:00.0,20:00.0,Ewallet,138.48,4.761904716,6.924,4.900000095,Evening,Thursday,January,Mandalay
510-95-6347,B,Member,Female,Food and beverages,48.52,3,7.277999878,152.838,00:00.0,17:00.0,Ewallet,145.56,4.761904716,7.278,4,Evening,Tuesday,March,Mandalay
511-54-3087,B,Normal,Male,Sports and travel,88.45,1,4.422500134,92.8725,00:00.0,36:00.0,Credit card,88.45,4.761904716,4.4225,9.5,Afternoon,Monday,February,Mandalay
512-91-0811,C,Normal,Male,Health and beauty,89.75,1,4.487500191,94.2375,00:00.0,05:00.0,Credit card,89.75,4.761904716,4.4875,6.599999905,Evening,Wednesday,February,Naypyitaw
512-98-1403,A,Member,Female,Electronic accessories,26.48,3,3.971999884,83.412,00:00.0,40:00.0,Ewallet,79.44,4.761904716,3.972,4.699999809,Morning,Thursday,March,Yangon
514-37-2845,B,Normal,Male,Fashion accessories,99.25,2,9.925000191,208.425,00:00.0,02:00.0,Cash,198.5,4.761904716,9.925,9,Afternoon,Wednesday,March,Mandalay
516-77-6464,C,Member,Female,Health and beauty,10.16,5,2.539999962,53.34,00:00.0,08:00.0,Ewallet,50.8,4.761904716,2.54,4.099999905,Afternoon,Sunday,February,Naypyitaw
518-17-2983,A,Normal,Female,Fashion accessories,48.63,4,9.725999832,204.246,00:00.0,44:00.0,Ewallet,194.52,4.761904716,9.726,7.599999905,Afternoon,Monday,February,Yangon
518-71-6847,B,Member,Male,Food and beverages,26.6,6,7.980000019,167.58,00:00.0,10:00.0,Ewallet,159.6,4.761904716,7.98,4.900000095,Afternoon,Tuesday,February,Mandalay
521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,9.847499847,206.7975,00:00.0,46:00.0,Credit card,196.95,4.761904716,9.8475,8.699999809,Evening,Tuesday,January,Naypyitaw
522-57-8364,A,Member,Male,Fashion accessories,51.34,8,20.5359993,431.256,00:00.0,00:00.0,Ewallet,410.72,4.761904716,20.536,7.599999905,Morning,Thursday,January,Yangon
523-38-0215,C,Normal,Male,Home and lifestyle,37,1,1.850000024,38.85,00:00.0,29:00.0,Credit card,37,4.761904716,1.85,7.900000095,Afternoon,Wednesday,March,Naypyitaw
525-09-8450,B,Normal,Male,Electronic accessories,72.13,10,36.06499863,757.365,00:00.0,12:00.0,Credit card,721.3,4.761904716,36.065,4.199999809,Afternoon,Thursday,January,Mandalay
525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.790999889,79.611,00:00.0,19:00.0,Cash,75.82,4.761904716,3.791,5.800000191,Afternoon,Thursday,January,Mandalay
526-86-8552,C,Member,Female,Home and lifestyle,21.82,10,10.90999985,229.11,00:00.0,36:00.0,Cash,218.2,4.761904716,10.91,7.099999905,Afternoon,Monday,January,Naypyitaw
527-09-6272,A,Member,Female,Electronic accessories,28.45,5,7.112500191,149.3625,00:00.0,17:00.0,Credit card,142.25,4.761904716,7.1125,9.100000381,Morning,Thursday,March,Yangon
528-14-9470,A,Member,Male,Health and beauty,91.3,1,4.565000057,95.865,00:00.0,42:00.0,Ewallet,91.3,4.761904716,4.565,9.199999809,Afternoon,Thursday,February,Yangon
528-87-5606,B,Member,Female,Electronic accessories,39.48,1,1.973999977,41.454,00:00.0,43:00.0,Cash,39.48,4.761904716,1.974,6.5,Evening,Tuesday,February,Mandalay
529-56-3974,B,Member,Male,Electronic accessories,25.51,4,5.102000237,107.142,00:00.0,03:00.0,Cash,102.04,4.761904716,5.102,6.800000191,Afternoon,Saturday,March,Mandalay
530-90-9855,A,Member,Male,Home and lifestyle,47.59,8,19.0359993,399.756,00:00.0,47:00.0,Cash,380.72,4.761904716,19.036,5.699999809,Afternoon,Tuesday,January,Yangon
531-56-4728,A,Normal,Male,Home and lifestyle,80.08,3,12.01200008,252.252,00:00.0,29:00.0,Cash,240.24,4.761904716,12.012,5.400000095,Afternoon,Monday,February,Yangon
531-80-1784,A,Normal,Male,Electronic accessories,26.02,7,9.107000351,191.247,00:00.0,38:00.0,Cash,182.14,4.761904716,9.107,5.099999905,Afternoon,Thursday,March,Yangon
532-59-7201,B,Member,Male,Sports and travel,79.93,6,23.97900009,503.559,00:00.0,04:00.0,Cash,479.58,4.761904716,23.979,5.5,Afternoon,Thursday,January,Mandalay
533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.69499969,833.595,00:00.0,24:00.0,Cash,793.9,4.761904716,39.695,6.199999809,Evening,Thursday,February,Mandalay
533-66-5566,B,Normal,Female,Home and lifestyle,51.07,7,17.87450027,375.3645,00:00.0,42:00.0,Cash,357.49,4.761904716,17.8745,7,Morning,Saturday,January,Mandalay
534-01-4457,A,Normal,Male,Food and beverages,81.71,6,24.51300049,514.773,00:00.0,36:00.0,Credit card,490.26,4.761904716,24.513,8,Afternoon,Sunday,January,Yangon
534-53-3526,A,Normal,Female,Sports and travel,94.76,4,18.95199966,397.992,00:00.0,06:00.0,Ewallet,379.04,4.761904716,18.952,7.800000191,Afternoon,Monday,February,Yangon
537-72-0426,C,Member,Male,Fashion accessories,70.99,10,35.49499893,745.395,00:00.0,28:00.0,Cash,709.9,4.761904716,35.495,5.699999809,Afternoon,Wednesday,March,Naypyitaw
538-22-0304,C,Normal,Male,Electronic accessories,64.95,10,32.47499847,681.975,00:00.0,27:00.0,Cash,649.5,4.761904716,32.475,5.199999809,Evening,Sunday,March,Naypyitaw
539-21-7227,B,Normal,Female,Sports and travel,51.54,5,12.88500023,270.585,00:00.0,45:00.0,Cash,257.7,4.761904716,12.885,4.199999809,Afternoon,Saturday,January,Mandalay
540-11-4336,A,Normal,Male,Food and beverages,24.94,9,11.22299957,235.683,00:00.0,49:00.0,Credit card,224.46,4.761904716,11.223,5.599999905,Afternoon,Friday,January,Yangon
541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.38800049,554.148,00:00.0,29:00.0,Cash,527.76,4.761904716,26.388,8.399999619,Evening,Saturday,February,Naypyitaw
541-48-8554,A,Normal,Male,Sports and travel,60.95,9,27.42749977,575.9775,00:00.0,08:00.0,Credit card,548.55,4.761904716,27.4275,6,Afternoon,Monday,January,Yangon
541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.07199955,253.512,00:00.0,31:00.0,Cash,241.44,4.761904716,12.072,8.100000381,Afternoon,Friday,February,Naypyitaw
542-41-0513,B,Member,Female,Electronic accessories,57.49,4,11.49800014,241.458,00:00.0,57:00.0,Cash,229.96,4.761904716,11.498,6.599999905,Morning,Friday,March,Mandalay
544-32-5024,C,Member,Female,Food and beverages,49.79,4,9.958000183,209.118,00:00.0,16:00.0,Credit card,199.16,4.761904716,9.958,6.400000095,Evening,Thursday,March,Naypyitaw
544-55-9589,B,Member,Female,Electronic accessories,21.43,10,10.71500015,225.015,00:00.0,51:00.0,Cash,214.3,4.761904716,10.715,6.199999809,Morning,Monday,January,Mandalay
545-07-8534,C,Normal,Female,Health and beauty,58.32,2,5.831999779,122.472,00:00.0,42:00.0,Ewallet,116.64,4.761904716,5.832,6,Afternoon,Thursday,February,Naypyitaw
545-46-3100,B,Member,Female,Electronic accessories,10.59,3,1.588500023,33.3585,00:00.0,52:00.0,Credit card,31.77,4.761904716,1.5885,8.699999809,Afternoon,Tuesday,March,Mandalay
546-80-2899,A,Member,Male,Home and lifestyle,37.69,2,3.769000053,79.149,00:00.0,29:00.0,Ewallet,75.38,4.761904716,3.769,9.5,Afternoon,Wednesday,February,Yangon
548-46-9322,B,Normal,Male,Food and beverages,39.9,10,19.95000076,418.95,00:00.0,24:00.0,Credit card,399,4.761904716,19.95,5.900000095,Afternoon,Wednesday,February,Mandalay
548-48-3156,A,Member,Female,Food and beverages,83.34,2,8.333999634,175.014,00:00.0,37:00.0,Cash,166.68,4.761904716,8.334,7.599999905,Afternoon,Tuesday,March,Yangon
549-03-9315,B,Normal,Male,Fashion accessories,94.87,8,37.94800186,796.908,00:00.0,58:00.0,Ewallet,758.96,4.761904716,37.948,8.699999809,Afternoon,Tuesday,February,Mandalay
549-23-9016,C,Member,Female,Food and beverages,14.87,2,1.486999989,31.227,00:00.0,15:00.0,Credit card,29.74,4.761904716,1.487,8.899999619,Evening,Wednesday,February,Naypyitaw
549-59-1358,A,Member,Male,Sports and travel,88.63,3,13.29450035,279.1845,00:00.0,36:00.0,Ewallet,265.89,4.761904716,13.2945,6,Afternoon,Saturday,March,Yangon
549-84-7482,B,Normal,Female,Sports and travel,90.28,9,40.62599945,853.146,00:00.0,15:00.0,Ewallet,812.52,4.761904716,40.626,7.199999809,Morning,Friday,February,Mandalay
549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.407999992,71.568,00:00.0,15:00.0,Ewallet,68.16,4.761904716,3.408,7,Evening,Friday,March,Naypyitaw
550-84-8664,A,Normal,Male,Sports and travel,85.91,5,21.47750092,451.0275,00:00.0,33:00.0,Credit card,429.55,4.761904716,21.4775,8.600000381,Afternoon,Friday,March,Yangon
551-21-3069,C,Normal,Female,Electronic accessories,23.07,9,10.38150024,218.0115,00:00.0,27:00.0,Cash,207.63,4.761904716,10.3815,4.900000095,Morning,Friday,February,Naypyitaw
552-44-5977,B,Member,Male,Health and beauty,62,8,24.79999924,520.8,00:00.0,08:00.0,Credit card,496,4.761904716,24.8,6.199999809,Evening,Thursday,January,Mandalay
554-42-2417,C,Normal,Female,Sports and travel,95.44,10,47.72000122,1002.12,00:00.0,45:00.0,Cash,954.4,4.761904716,47.72,5.199999809,Afternoon,Wednesday,January,Naypyitaw
554-53-3790,B,Normal,Male,Sports and travel,37.02,6,11.10599995,233.226,00:00.0,33:00.0,Cash,222.12,4.761904716,11.106,4.5,Evening,Friday,March,Mandalay
554-53-8700,C,Member,Male,Home and lifestyle,56.11,2,5.611000061,117.831,00:00.0,11:00.0,Cash,112.22,4.761904716,5.611,6.300000191,Morning,Saturday,February,Naypyitaw
556-41-6224,C,Normal,Male,Health and beauty,33.64,8,13.45600033,282.576,00:00.0,10:00.0,Credit card,269.12,4.761904716,13.456,9.300000191,Afternoon,Friday,February,Naypyitaw
556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,1.148000002,24.108,00:00.0,47:00.0,Cash,22.96,4.761904716,1.148,4.300000191,Evening,Wednesday,January,Naypyitaw
556-86-3144,C,Member,Female,Fashion accessories,74.29,1,3.71449995,78.0045,00:00.0,30:00.0,Cash,74.29,4.761904716,3.7145,5,Evening,Sunday,January,Naypyitaw
556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322000027,132.762,00:00.0,51:00.0,Cash,126.44,4.761904716,6.322,8.5,Afternoon,Tuesday,January,Naypyitaw
558-60-5016,A,Normal,Female,Home and lifestyle,33.3,9,14.98499966,314.685,00:00.0,27:00.0,Ewallet,299.7,4.761904716,14.985,7.199999809,Afternoon,Monday,March,Yangon
558-80-4082,C,Normal,Male,Electronic accessories,27.85,7,9.74750042,204.6975,00:00.0,20:00.0,Ewallet,194.95,4.761904716,9.7475,6,Afternoon,Thursday,March,Naypyitaw
559-61-5987,B,Normal,Female,Health and beauty,17.75,1,0.887499988,18.6375,00:00.0,38:00.0,Cash,17.75,4.761904716,0.8875,8.600000381,Morning,Monday,January,Mandalay
559-98-9873,A,Member,Female,Fashion accessories,53.65,7,18.77750015,394.3275,00:00.0,56:00.0,Ewallet,375.55,4.761904716,18.7775,5.199999809,Afternoon,Sunday,February,Yangon
560-30-5617,B,Normal,Female,Sports and travel,24.77,5,6.192500114,130.0425,00:00.0,27:00.0,Cash,123.85,4.761904716,6.1925,8.5,Evening,Sunday,March,Mandalay
560-49-6611,A,Member,Female,Sports and travel,45.58,1,2.279000044,47.859,00:00.0,13:00.0,Cash,45.58,4.761904716,2.279,9.800000191,Afternoon,Thursday,February,Yangon
562-12-5430,A,Member,Female,Fashion accessories,88.15,3,13.22249985,277.6725,00:00.0,11:00.0,Ewallet,264.45,4.761904716,13.2225,7.900000095,Morning,Friday,January,Yangon
563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.84100008,80.661,00:00.0,27:00.0,Ewallet,76.82,4.761904716,3.841,7.199999809,Evening,Wednesday,February,Yangon
563-47-4072,B,Normal,Female,Health and beauty,55.81,6,16.74300003,351.603,00:00.0,52:00.0,Cash,334.86,4.761904716,16.743,9.899999619,Morning,Tuesday,January,Mandalay
563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.44250011,324.2925,00:00.0,21:00.0,Cash,308.85,4.761904716,15.4425,6.699999809,Afternoon,Friday,March,Yangon
565-17-3836,A,Member,Female,Health and beauty,47.67,4,9.534000397,200.214,00:00.0,21:00.0,Cash,190.68,4.761904716,9.534,9.100000381,Afternoon,Tuesday,March,Yangon
565-67-6697,B,Member,Male,Home and lifestyle,27,9,12.14999962,255.15,00:00.0,16:00.0,Cash,243,4.761904716,12.15,4.800000191,Afternoon,Saturday,March,Mandalay
565-80-5980,C,Member,Female,Home and lifestyle,47.38,4,9.475999832,198.996,00:00.0,25:00.0,Cash,189.52,4.761904716,9.476,7.099999905,Morning,Wednesday,January,Naypyitaw
565-91-4567,B,Normal,Male,Health and beauty,10.75,8,4.300000191,90.3,00:00.0,38:00.0,Ewallet,86,4.761904716,4.3,6.199999809,Afternoon,Friday,March,Mandalay
566-19-5475,B,Normal,Male,Fashion accessories,47.97,7,16.78949928,352.5795,00:00.0,52:00.0,Cash,335.79,4.761904716,16.7895,6.199999809,Evening,Monday,January,Mandalay
566-71-1091,A,Normal,Male,Fashion accessories,77.02,5,19.25499916,404.355,00:00.0,59:00.0,Cash,385.1,4.761904716,19.255,5.5,Afternoon,Sunday,February,Yangon
568-88-3448,A,Normal,Male,Health and beauty,25,1,1.25,26.25,00:00.0,09:00.0,Ewallet,25,4.761904716,1.25,5.5,Afternoon,Sunday,March,Yangon
568-90-5112,C,Normal,Male,Health and beauty,66.14,4,13.22799969,277.788,00:00.0,46:00.0,Credit card,264.56,4.761904716,13.228,5.599999905,Afternoon,Tuesday,March,Naypyitaw
569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187000036,45.927,00:00.0,29:00.0,Ewallet,43.74,4.761904716,2.187,6.900000095,Afternoon,Friday,January,Mandalay
569-76-2760,A,Member,Female,Sports and travel,22.01,4,4.40199995,92.442,00:00.0,15:00.0,Credit card,88.04,4.761904716,4.402,6.599999905,Evening,Tuesday,January,Yangon
571-94-0759,B,Member,Female,Food and beverages,74.6,10,37.29999924,783.3,00:00.0,55:00.0,Cash,746,4.761904716,37.3,9.5,Evening,Tuesday,January,Mandalay
573-10-3877,B,Member,Male,Health and beauty,39.01,1,1.950500011,40.9605,00:00.0,46:00.0,Credit card,39.01,4.761904716,1.9505,4.699999809,Afternoon,Tuesday,March,Mandalay
573-58-9734,B,Normal,Female,Fashion accessories,30.37,3,4.555500031,95.6655,00:00.0,41:00.0,Ewallet,91.11,4.761904716,4.5555,5.099999905,Afternoon,Thursday,March,Mandalay
573-98-8548,C,Member,Female,Fashion accessories,31.9,1,1.595000029,33.495,00:00.0,40:00.0,Ewallet,31.9,4.761904716,1.595,9.100000381,Afternoon,Saturday,January,Naypyitaw
574-22-5561,C,Member,Female,Fashion accessories,82.63,10,41.31499863,867.615,00:00.0,08:00.0,Ewallet,826.3,4.761904716,41.315,7.900000095,Afternoon,Tuesday,March,Naypyitaw
574-31-8277,B,Member,Male,Fashion accessories,33.63,1,1.681499958,35.3115,00:00.0,55:00.0,Cash,33.63,4.761904716,1.6815,5.599999905,Evening,Wednesday,March,Mandalay
574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327000141,90.867,00:00.0,53:00.0,Ewallet,86.54,4.761904716,4.327,5.699999809,Afternoon,Friday,March,Naypyitaw
574-80-1489,B,Member,Female,Food and beverages,62.85,4,12.56999969,263.97,00:00.0,22:00.0,Ewallet,251.4,4.761904716,12.57,8.699999809,Afternoon,Monday,February,Mandalay
575-30-8091,A,Normal,Male,Sports and travel,72.5,8,29,609,00:00.0,25:00.0,Ewallet,580,4.761904716,29,9.199999809,Evening,Saturday,March,Yangon
575-67-1508,A,Normal,Male,Electronic accessories,38.6,1,1.929999948,40.53,00:00.0,26:00.0,Ewallet,38.6,4.761904716,1.93,6.699999809,Morning,Tuesday,January,Yangon
576-31-4774,B,Normal,Female,Health and beauty,73.41,3,11.01150036,231.2415,00:00.0,10:00.0,Ewallet,220.23,4.761904716,11.0115,4,Afternoon,Saturday,March,Mandalay
